#DUMP_OFFSET.I,ELAPSED_USECS.D,ELAPSED_TICKS.I,CMD.S,INFLIGHT_IOS.I,TS.I,SEQID.I,LUN_SSID.I,OP.I,PHASE.I,LBA.I,NBLKS.I,LATENCY_TICKS.I,HOST_ID.I,HOST_LUN.I,LATENCY_USECS.D
3649576,82268416.877,175505955976,WR_IN,2,30736999403528988,1483334383,1,1,0,3143715504,96,743872,6,1,348.690
3649604,82268417.433,175505957164,WR_IN,3,30736999403530176,1483334384,1,1,0,3143731688,112,897772,6,1,420.831
3649632,82268417.833,175505958016,WR_IN,4,30736999403531028,1483334385,1,1,0,3143748120,96,836640,6,1,392.175
3649800,82271968.367,175513532488,WR_IN,0,30736999411105500,1483334386,1,1,0,3143748216,128,490268,6,1,229.813
3649828,82271980.308,175513557964,WR_IN,1,30736999411130976,1483334387,1,1,0,3143764552,216,853160,6,1,399.919
3649856,82271980.877,175513559176,WR_IN,2,30736999411132188,1483334388,1,1,0,3143764768,152,765820,6,1,358.978
3649968,82275443.737,175520946612,WR_IN,0,30736999418519624,1483334389,1,1,0,3143764920,80,355128,6,1,166.466
3649996,82275444.352,175520947924,WR_IN,1,30736999418520936,1483334390,1,1,0,3143765312,160,697332,6,1,326.874
3650024,82275460.457,175520982280,WR_IN,2,30736999418555292,1483334391,1,1,0,3143765056,256,856940,6,1,401.691
3650136,82276037.739,175522213816,WR_IN,0,30736999419786828,1483334392,1,1,0,3143765472,32,180084,6,1,84.414
3650164,82276038.324,175522215064,WR_IN,1,30736999419788076,1483334393,1,1,0,3144669144,32,219484,6,1,102.883
3650248,82276391.531,175522968572,WR_IN,0,30736999420541584,1483334394,1,1,0,2254432512,40,164216,6,1,76.976
3650304,82276540.607,175523286600,WR_IN,0,30736999420859612,1483334395,1,1,0,2254432552,8,121792,6,1,57.090
3650360,82280136.056,175530956892,WR_IN,0,30736999428529904,1483334396,1,1,0,3144150128,496,1035520,6,1,485.400
3650416,82283382.877,175537883444,WR_IN,0,30736999435456456,1483334397,1,1,0,3144196176,48,227408,6,1,106.598
3650444,82283383.614,175537885016,WR_IN,1,30736999435458028,1483334398,1,1,0,3144196464,16,200788,6,1,94.119
3650472,82283396.619,175537912760,WR_IN,2,30736999435485772,1483334399,1,1,0,3144197440,176,477052,6,1,223.618
3650584,82304161.500,175582211172,WR_IN,0,30736999479784184,1483334400,1,1,0,3149122592,112,318380,6,1,149.241
3650640,82305380.525,175584811760,WR_IN,0,30736999482384772,1483334401,1,1,0,3143332808,112,328508,6,1,153.988
3650696,82305671.568,175585432652,WR_IN,0,30736999483005664,1483334402,1,1,0,3142677704,112,319800,6,1,149.906
3650752,82306811.366,175587864220,WR_IN,0,30736999485437232,1483334403,1,1,0,3143332696,112,333524,6,1,156.339
3650808,82314306.813,175603854508,WR_IN,0,30736999501427520,1483334404,1,1,0,3149122928,80,292084,6,1,136.914
3650836,82314317.718,175603877772,WR_IN,1,30736999501450784,1483334405,1,1,0,3149709912,32,290716,6,1,136.273
3650920,82314648.360,175604583140,WR_IN,0,30736999502156152,1483334406,1,1,0,2254432560,40,162828,6,1,76.326
3650976,82314765.543,175604833132,WR_IN,0,30736999502406144,1483334407,1,1,0,2254432600,8,121888,6,1,57.135
3651032,82315905.572,175607265192,WR_IN,0,30736999504838204,1483334408,1,1,0,3143333032,96,321692,6,1,150.793
3651060,82315906.149,175607266424,WR_IN,1,30736999504839436,1483334409,1,1,0,3143223880,16,191312,6,1,89.678
3651144,82316198.883,175607890924,WR_IN,0,30736999505463936,1483334410,1,1,0,3149121968,80,284852,6,1,133.524
3651172,82316199.472,175607892180,WR_IN,1,30736999505465192,1483334411,1,1,0,3149122560,32,237888,6,1,111.510
3651256,82316446.652,175608419496,WR_IN,0,30736999505992508,1483334412,1,1,0,3145185512,64,260736,6,1,122.220
3651284,82316447.207,175608420680,WR_IN,1,30736999505993692,1483334413,1,1,0,3145141248,48,364268,6,1,170.751
3651368,82318177.828,175612112672,WR_IN,0,30736999509685684,1483334414,1,1,0,3145145312,112,330304,6,1,154.830
3651424,82318867.464,175613583896,WR_IN,0,30736999511156908,1483334415,1,1,0,3145141200,48,282956,6,1,132.636
3651452,82318868.075,175613585200,WR_IN,1,30736999511158212,1483334416,1,1,0,3145181216,32,282704,6,1,132.518
3651480,82318881.928,175613614752,WR_IN,2,30736999511187764,1483334417,1,1,0,3145181464,32,254000,6,1,119.063
3651592,82320074.214,175616158296,WR_IN,0,30736999513731308,1483334418,1,1,0,3145140760,96,330276,6,1,154.817
3651620,82320074.810,175616159568,WR_IN,1,30736999513732580,1483334419,1,1,0,3145140864,16,194132,6,1,90.999
3651704,82320483.731,175617031932,WR_IN,0,30736999514604944,1483334420,1,1,0,3143334112,112,301396,6,1,141.279
3651760,82321191.157,175618541108,WR_IN,0,30736999516114120,1483334421,1,1,0,3143334224,112,296012,6,1,138.756
3651816,82322822.752,175622021844,WR_IN,0,30736999519594856,1483334422,1,1,0,3143334336,80,293092,6,1,137.387
3651844,82322823.373,175622023168,WR_IN,1,30736999519596180,1483334423,1,1,0,3144285112,8,134952,6,1,63.259
3651872,82322836.226,175622050588,WR_IN,2,30736999519623600,1483334424,1,1,0,3144286208,24,287432,6,1,134.734
3651984,82323722.940,175623942244,WR_IN,0,30736999521515256,1483334425,1,1,0,3145140880,112,326572,6,1,153.081
3652040,82324254.832,175625076948,WR_IN,0,30736999522649960,1483334426,1,1,0,3143223608,112,339972,6,1,159.362
3652096,82324737.219,175626106040,WR_IN,0,30736999523679052,1483334427,1,1,0,3145145184,16,165956,6,1,77.792
3652124,82324737.855,175626107396,WR_IN,1,30736999523680408,1483334428,1,1,0,3149709944,8,210556,6,1,98.698
3652152,82324749.007,175626131188,WR_IN,2,30736999523704200,1483334429,1,1,0,3149710304,32,226692,6,1,106.262
3652180,82324749.808,175626132896,WR_IN,3,30736999523705908,1483334430,1,1,0,3149711552,56,261664,6,1,122.655
3652208,82324778.602,175626194324,WR_IN,4,30736999523767336,1483334431,1,1,0,3143339984,112,365952,6,1,171.540
3652376,82325077.250,175626831440,WR_IN,0,30736999524404452,1483334432,1,1,0,2254432608,40,166292,6,1,77.949
3652432,82325193.626,175627079708,WR_IN,0,30736999524652720,1483334433,1,1,0,2254432648,8,121920,6,1,57.150
3652488,82325466.768,175627662412,WR_IN,0,30736999525235424,1483334434,1,1,0,3143595400,240,549352,6,1,257.509
3652544,82328508.317,175634151048,WR_IN,0,30736999531724060,1483334435,1,1,0,3145140992,16,148956,6,1,69.823
3652572,82328508.920,175634152336,WR_IN,1,30736999531725348,1483334436,1,1,0,3145145216,96,305124,6,1,143.027
3652656,82328960.409,175635115512,WR_IN,0,30736999532688524,1483334437,1,1,0,3145145424,32,186928,6,1,87.623
3652684,82328960.998,175635116768,WR_IN,1,30736999532689780,1483334438,1,1,0,3145141008,80,289184,6,1,135.555
3652768,82329913.590,175637148964,WR_IN,0,30736999534721976,1483334439,1,1,0,3145141088,112,325396,6,1,152.529
3652824,82333755.703,175645345472,WR_IN,0,30736999542918484,1483334440,1,1,0,3147168616,16,151672,6,1,71.096
3652852,82333756.417,175645346996,WR_IN,1,30736999542920008,1483334441,1,1,0,3147202648,96,336644,6,1,157.802
3652908,82333886.713,175645624960,WR_IN,1,30736999543197972,1483334442,1,1,0,3143362368,112,304152,6,1,142.571
3652992,82334374.475,175646665520,WR_IN,0,30736999544238532,1483334443,1,1,0,3147203824,112,298492,6,1,139.918
3653048,82336707.013,175651641600,WR_IN,0,30736999549214612,1483334444,1,1,0,3147202856,88,306832,6,1,143.828
3653076,82336707.933,175651643564,WR_IN,1,30736999549216576,1483334445,1,1,0,3147203056,24,251120,6,1,117.713
3653160,82336923.588,175652103628,WR_IN,0,30736999549676640,1483334446,1,1,0,3145452208,112,299028,6,1,140.169
3653216,82337382.675,175653083012,WR_IN,0,30736999550656024,1483334447,1,1,0,3142991192,32,164964,6,1,77.327
3653244,82337383.237,175653084212,WR_IN,1,30736999550657224,1483334448,1,1,0,3142991488,80,276196,6,1,129.467
3653328,82337703.613,175653767680,WR_IN,0,30736999551340692,1483334449,1,1,0,3132590136,48,232296,6,1,108.889
3653356,82337704.177,175653768884,WR_IN,1,30736999551341896,1483334450,1,1,0,3132587648,64,268972,6,1,126.081
3653440,82340829.257,175660435720,WR_IN,0,30736999558008732,1483334451,1,1,0,3147203192,112,316528,6,1,148.373
3653496,82343179.648,175665449888,WR_IN,0,30736999563022900,1483334452,1,1,0,3144277120,112,300600,6,1,140.906
3653552,82344117.422,175667450472,WR_IN,0,30736999565023484,1483334453,1,1,0,3142992240,112,297828,6,1,139.607
3653608,82349853.860,175679688208,WR_IN,0,30736999577261220,1483334454,1,1,0,3142991792,112,304936,6,1,142.939
3653664,82350283.001,175680603708,WR_IN,0,30736999578176720,1483334455,1,1,0,3142991424,16,121484,6,1,56.946
3653692,82350283.582,175680604948,WR_IN,1,30736999578177960,1483334456,1,1,0,3142990728,56,303304,6,1,142.174
3653720,82350295.637,175680630664,WR_IN,2,30736999578203676,1483334457,1,1,0,3142991040,40,238668,6,1,111.876
3653832,82351096.080,175682338276,WR_IN,0,30736999579911288,1483334458,1,1,0,3147324896,16,120896,6,1,56.670
3653860,82351105.280,175682357904,WR_IN,1,30736999579930916,1483334459,1,1,0,3149711616,96,268588,6,1,125.901
3653944,82351397.840,175682982032,WR_IN,0,30736999580555044,1483334460,1,1,0,2254432656,40,163552,6,1,76.665
3654000,82351522.061,175683247036,WR_IN,0,30736999580820048,1483334461,1,1,0,2254432696,8,122144,6,1,57.255
3654056,82351740.720,175683713508,WR_IN,0,30736999581286520,1483334462,1,1,0,3143809792,112,297252,6,1,139.337
3654112,82352530.871,175685399164,WR_IN,0,30736999582972176,1483334463,1,1,0,3147203304,112,315920,6,1,148.088
3654168,82353516.810,175687502500,WR_IN,0,30736999585075512,1483334464,1,1,0,3142668456,112,336208,6,1,157.598
3654224,82353715.736,175687926876,WR_IN,0,30736999585499888,1483334465,1,1,0,3123674120,240,606608,6,1,284.348
3654252,82353890.908,175688300576,WR_IN,1,30736999585873588,1483334466,1,1,0,3123678280,112,309956,6,1,145.292
3654336,82354953.172,175690566740,WR_IN,0,30736999588139752,1483334467,1,1,0,3144066616,112,327616,6,1,153.570
3654392,82367916.309,175718221432,WR_IN,0,30736999615794444,1483334468,1,1,0,3144191536,112,301260,6,1,141.216
